timestamp,buyer,seller,symbol,currency,price,quantity,day_from_file
4200,-,-,RAINFOREST_RESIN,SEASHELLS,10004.0,2,-2
4200,-,-,RAINFOREST_RESIN,SEASHELLS,10004.0,1,-2
4200,-,-,SQUID_INK,SEASHELLS,1999.0,1,-2
4400,-,-,KELP,SEASHELLS,2001.0,2,-2
4400,-,-,SQUID_INK,SEASHELLS,2000.0,2,-2
4500,-,-,KELP,SEASHELLS,1999.0,9,-2
4500,-,-,SQUID_INK,SEASHELLS,1998.0,9,-2
5000,-,-,KELP,SEASHELLS,1999.0,3,-2
5800,-,-,KELP,SEASHELLS,1999.0,7,-2
5800,-,-,SQUID_INK,SEASHELLS,1996.0,7,-2
6500,-,-,KELP,SEASHELLS,1999.0,5,-2
6500,-,-,SQUID_INK,SEASHELLS,2000.0,5,-2
6600,-,-,KELP,SEASHELLS,1999.0,1,-2
6600,-,-,SQUID_INK,SEASHELLS,1999.0,1,-2
6700,-,-,KELP,SEASHELLS,1999.0,4,-2
6700,-,-,KELP,SEASHELLS,1999.0,2,-2
6700,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,2,-2
6700,-,-,SQUID_INK,SEASHELLS,2001.0,4,-2
6700,-,-,SQUID_INK,SEASHELLS,2001.0,2,-2
7100,-,-,KELP,SEASHELLS,1999.0,5,-2
7100,-,-,SQUID_INK,SEASHELLS,2000.0,5,-2
7200,-,-,KELP,SEASHELLS,2002.0,4,-2
7200,-,-,SQUID_INK,SEASHELLS,2003.0,4,-2
7300,-,-,KELP,SEASHELLS,1999.0,1,-2
7300,-,-,SQUID_INK,SEASHELLS,2000.0,1,-2
7400,-,-,KELP,SEASHELLS,2002.0,1,-2
7400,-,-,KELP,SEASHELLS,2001.0,1,-2
7400,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
7400,-,-,SQUID_INK,SEASHELLS,2005.0,1,-2
7400,-,-,SQUID_INK,SEASHELLS,2003.0,1,-2
7500,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
7800,-,-,KELP,SEASHELLS,2000.0,1,-2
7800,-,-,SQUID_INK,SEASHELLS,2004.0,1,-2
8600,-,-,KELP,SEASHELLS,2001.0,1,-2
8600,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
8600,-,-,SQUID_INK,SEASHELLS,2006.0,1,-2
8700,-,-,KELP,SEASHELLS,2002.0,2,-2
8700,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,2,-2
8700,-,-,SQUID_INK,SEASHELLS,2006.0,2,-2
8800,-,-,KELP,SEASHELLS,2000.0,1,-2
8800,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
8800,-,-,SQUID_INK,SEASHELLS,2004.0,1,-2
9600,-,-,RAINFOREST_RESIN,SEASHELLS,10000.0,3,-2
10100,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
10200,-,-,KELP,SEASHELLS,1998.0,1,-2
10200,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
10200,-,-,SQUID_INK,SEASHELLS,2003.0,1,-2
11100,-,-,KELP,SEASHELLS,2001.0,12,-2
11100,-,-,KELP,SEASHELLS,2001.0,2,-2
11100,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,2,-2
11100,-,-,SQUID_INK,SEASHELLS,2007.0,12,-2
11100,-,-,SQUID_INK,SEASHELLS,2007.0,2,-2
11300,-,-,KELP,SEASHELLS,1998.0,1,-2
11300,-,-,SQUID_INK,SEASHELLS,2003.0,1,-2
11400,-,-,KELP,SEASHELLS,1998.0,1,-2
11400,-,-,SQUID_INK,SEASHELLS,2002.0,1,-2
12000,-,-,KELP,SEASHELLS,1998.0,2,-2
12000,-,-,KELP,SEASHELLS,1998.0,2,-2
12000,-,-,SQUID_INK,SEASHELLS,2003.0,2,-2
12000,-,-,SQUID_INK,SEASHELLS,2003.0,2,-2
13000,-,-,KELP,SEASHELLS,2000.0,2,-2
13000,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
13000,-,-,SQUID_INK,SEASHELLS,2002.0,2,-2
13500,-,-,KELP,SEASHELLS,1998.0,1,-2
13500,-,-,SQUID_INK,SEASHELLS,1997.0,1,-2
13600,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
13900,-,-,KELP,SEASHELLS,1998.0,2,-2
13900,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
13900,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
13900,-,-,SQUID_INK,SEASHELLS,1996.0,2,-2
14000,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,7,-2
14300,-,-,KELP,SEASHELLS,1998.0,1,-2
14300,-,-,SQUID_INK,SEASHELLS,1994.0,1,-2
15000,-,-,KELP,SEASHELLS,1998.0,1,-2
15000,-,-,SQUID_INK,SEASHELLS,1998.0,1,-2
15100,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,4,-2
15400,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,5,-2
16400,-,-,KELP,SEASHELLS,1999.0,6,-2
16400,-,-,SQUID_INK,SEASHELLS,1995.0,6,-2
17000,-,-,KELP,SEASHELLS,2002.0,9,-2
17000,-,-,SQUID_INK,SEASHELLS,1997.0,9,-2
17200,-,-,KELP,SEASHELLS,1998.0,1,-2
17200,-,-,KELP,SEASHELLS,1998.0,9,-2
17200,-,-,SQUID_INK,SEASHELLS,1994.0,1,-2
17200,-,-,SQUID_INK,SEASHELLS,1994.0,9,-2
17300,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
17400,-,-,KELP,SEASHELLS,2001.0,10,-2
17400,-,-,SQUID_INK,SEASHELLS,1999.0,10,-2
18000,-,-,KELP,SEASHELLS,2001.0,4,-2
18000,-,-,SQUID_INK,SEASHELLS,1997.0,4,-2
18100,-,-,KELP,SEASHELLS,1998.0,1,-2
18100,-,-,SQUID_INK,SEASHELLS,1994.0,1,-2
18200,-,-,KELP,SEASHELLS,1998.0,8,-2
18200,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
18200,-,-,SQUID_INK,SEASHELLS,1994.0,8,-2
18300,-,-,KELP,SEASHELLS,2000.0,2,-2
18300,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
18300,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,2,-2
18300,-,-,SQUID_INK,SEASHELLS,1995.0,2,-2
18500,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,5,-2
18600,-,-,KELP,SEASHELLS,1998.0,1,-2
18600,-,-,SQUID_INK,SEASHELLS,1993.0,1,-2
19200,-,-,SQUID_INK,SEASHELLS,1993.0,1,-2
19400,-,-,KELP,SEASHELLS,1999.0,1,-2
19400,-,-,SQUID_INK,SEASHELLS,1994.0,1,-2
19500,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
19600,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
19900,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
20200,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
20300,-,-,KELP,SEASHELLS,2001.0,1,-2
20300,-,-,SQUID_INK,SEASHELLS,1996.0,1,-2
20600,-,-,RAINFOREST_RESIN,SEASHELLS,9995.0,9,-2
20600,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
20900,-,-,KELP,SEASHELLS,2002.0,1,-2
20900,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
20900,-,-,SQUID_INK,SEASHELLS,1997.0,1,-2
21300,-,-,KELP,SEASHELLS,2002.0,1,-2
21300,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
21300,-,-,SQUID_INK,SEASHELLS,1995.0,1,-2
21400,-,-,KELP,SEASHELLS,2000.0,1,-2
21400,-,-,SQUID_INK,SEASHELLS,1993.0,1,-2
21800,-,-,KELP,SEASHELLS,2000.0,1,-2
21800,-,-,SQUID_INK,SEASHELLS,1993.0,1,-2
22300,-,-,KELP,SEASHELLS,1998.0,1,-2
22300,-,-,SQUID_INK,SEASHELLS,1992.0,1,-2
22600,-,-,SQUID_INK,SEASHELLS,1994.0,2,-2
22700,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
22900,-,-,KELP,SEASHELLS,1999.0,2,-2
22900,-,-,SQUID_INK,SEASHELLS,1995.0,2,-2
23000,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,4,-2
23100,-,-,KELP,SEASHELLS,2000.0,1,-2
23100,-,-,SQUID_INK,SEASHELLS,1996.0,1,-2
23300,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,2,-2
23900,-,-,RAINFOREST_RESIN,SEASHELLS,9995.0,8,-2
23900,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,3,-2
24000,-,-,KELP,SEASHELLS,2000.0,3,-2
24000,-,-,SQUID_INK,SEASHELLS,1994.0,3,-2
24200,-,-,KELP,SEASHELLS,1998.0,5,-2
24200,-,-,SQUID_INK,SEASHELLS,1992.0,5,-2
24300,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
24500,-,-,KELP,SEASHELLS,2000.0,1,-2
24500,-,-,SQUID_INK,SEASHELLS,1994.0,1,-2
24600,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,2,-2
24600,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,2,-2
24700,-,-,KELP,SEASHELLS,2000.0,6,-2
24700,-,-,SQUID_INK,SEASHELLS,1992.0,6,-2
25100,-,-,KELP,SEASHELLS,2000.0,1,-2
25100,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
25100,-,-,SQUID_INK,SEASHELLS,1992.0,1,-2
25400,-,-,KELP,SEASHELLS,1998.0,7,-2
25400,-,-,SQUID_INK,SEASHELLS,1993.0,7,-2
25600,-,-,KELP,SEASHELLS,2000.0,2,-2
25600,-,-,RAINFOREST_RESIN,SEASHELLS,10004.0,2,-2
25600,-,-,SQUID_INK,SEASHELLS,1993.0,2,-2
25700,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,8,-2
25700,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,3,-2
26300,-,-,KELP,SEASHELLS,1998.0,1,-2
26300,-,-,SQUID_INK,SEASHELLS,1992.0,1,-2
26400,-,-,KELP,SEASHELLS,1998.0,1,-2
26400,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,9,-2
26400,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
26700,-,-,KELP,SEASHELLS,2000.0,1,-2
26700,-,-,SQUID_INK,SEASHELLS,1996.0,1,-2
27000,-,-,KELP,SEASHELLS,1999.0,4,-2
27000,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
27000,-,-,SQUID_INK,SEASHELLS,1992.0,4,-2
27200,-,-,KELP,SEASHELLS,1998.0,1,-2
27200,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
27300,-,-,KELP,SEASHELLS,2001.0,11,-2
27300,-,-,SQUID_INK,SEASHELLS,1995.0,11,-2
27700,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,3,-2
27700,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
27900,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,4,-2
28000,-,-,KELP,SEASHELLS,2001.0,1,-2
28000,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,1,-2
28000,-,-,SQUID_INK,SEASHELLS,1996.0,1,-2
28300,-,-,KELP,SEASHELLS,1999.0,1,-2
28300,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
28300,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,2,-2
28300,-,-,SQUID_INK,SEASHELLS,1994.0,1,-2
28600,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
29400,-,-,KELP,SEASHELLS,2000.0,2,-2
29400,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,2,-2
29400,-,-,SQUID_INK,SEASHELLS,1995.0,2,-2
29500,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,3,-2
29500,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,2,-2
29900,-,-,KELP,SEASHELLS,1999.0,1,-2
29900,-,-,SQUID_INK,SEASHELLS,1992.0,1,-2
30300,-,-,KELP,SEASHELLS,1999.0,1,-2
30300,-,-,SQUID_INK,SEASHELLS,1988.0,1,-2
30400,-,-,KELP,SEASHELLS,1997.0,1,-2
30400,-,-,RAINFOREST_RESIN,SEASHELLS,10004.0,1,-2
30400,-,-,RAINFOREST_RESIN,SEASHELLS,10004.0,6,-2
30400,-,-,SQUID_INK,SEASHELLS,1986.0,1,-2
30900,-,-,KELP,SEASHELLS,1998.0,1,-2
30900,-,-,SQUID_INK,SEASHELLS,1984.0,1,-2
31000,-,-,KELP,SEASHELLS,1998.0,1,-2
31000,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
31000,-,-,SQUID_INK,SEASHELLS,1985.0,1,-2
31200,-,-,KELP,SEASHELLS,1998.0,5,-2
31200,-,-,KELP,SEASHELLS,1998.0,1,-2
31200,-,-,SQUID_INK,SEASHELLS,1983.0,5,-2
31200,-,-,SQUID_INK,SEASHELLS,1983.0,1,-2
31300,-,-,KELP,SEASHELLS,2000.0,1,-2
31300,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
31300,-,-,SQUID_INK,SEASHELLS,1984.0,1,-2
31400,-,-,KELP,SEASHELLS,2001.0,4,-2
31400,-,-,SQUID_INK,SEASHELLS,1986.0,2,-2
31400,-,-,SQUID_INK,SEASHELLS,1986.0,2,-2
31600,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,3,-2
31800,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
32000,-,-,KELP,SEASHELLS,1997.0,1,-2
32000,-,-,SQUID_INK,SEASHELLS,1986.0,1,-2
32100,-,-,KELP,SEASHELLS,1997.0,1,-2
32100,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,4,-2
32100,-,-,SQUID_INK,SEASHELLS,1986.0,1,-2
32500,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
32800,-,-,KELP,SEASHELLS,1997.0,9,-2
32800,-,-,KELP,SEASHELLS,1997.0,2,-2
32800,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,2,-2
32800,-,-,RAINFOREST_RESIN,SEASHELLS,9995.0,2,-2
32800,-,-,SQUID_INK,SEASHELLS,1989.0,9,-2
32800,-,-,SQUID_INK,SEASHELLS,1989.0,2,-2
33200,-,-,KELP,SEASHELLS,1997.0,1,-2
33200,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
33300,-,-,KELP,SEASHELLS,1999.0,1,-2
33300,-,-,KELP,SEASHELLS,1997.0,8,-2
33300,-,-,SQUID_INK,SEASHELLS,1993.0,1,-2
33300,-,-,SQUID_INK,SEASHELLS,1991.0,2,-2
33300,-,-,SQUID_INK,SEASHELLS,1991.0,6,-2
33500,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,3,-2
33900,-,-,KELP,SEASHELLS,1999.0,1,-2
33900,-,-,SQUID_INK,SEASHELLS,1995.0,1,-2
34000,-,-,KELP,SEASHELLS,1999.0,1,-2
34000,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
34000,-,-,SQUID_INK,SEASHELLS,1995.0,1,-2
34100,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
34900,-,-,KELP,SEASHELLS,1997.0,1,-2
34900,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
35000,-,-,KELP,SEASHELLS,1998.0,4,-2
35000,-,-,SQUID_INK,SEASHELLS,1991.0,4,-2
35300,-,-,KELP,SEASHELLS,1997.0,1,-2
35300,-,-,SQUID_INK,SEASHELLS,1992.0,1,-2
35600,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
35700,-,-,KELP,SEASHELLS,1998.0,1,-2
35700,-,-,SQUID_INK,SEASHELLS,1990.0,1,-2
35800,-,-,KELP,SEASHELLS,1998.0,1,-2
35800,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
36200,-,-,KELP,SEASHELLS,1998.0,2,-2
36200,-,-,KELP,SEASHELLS,1998.0,1,-2
36200,-,-,SQUID_INK,SEASHELLS,1990.0,3,-2
36300,-,-,KELP,SEASHELLS,2001.0,1,-2
36300,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,1,-2
36300,-,-,SQUID_INK,SEASHELLS,1992.0,1,-2
36500,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,4,-2
36800,-,-,KELP,SEASHELLS,1998.0,1,-2
36800,-,-,SQUID_INK,SEASHELLS,1990.0,1,-2
37200,-,-,KELP,SEASHELLS,2001.0,10,-2
37200,-,-,SQUID_INK,SEASHELLS,1993.0,10,-2
37300,-,-,KELP,SEASHELLS,1997.0,1,-2
37300,-,-,SQUID_INK,SEASHELLS,1990.0,1,-2
37400,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
37900,-,-,RAINFOREST_RESIN,SEASHELLS,9995.0,4,-2
38000,-,-,KELP,SEASHELLS,1997.0,11,-2
38000,-,-,SQUID_INK,SEASHELLS,1991.0,11,-2
38400,-,-,RAINFOREST_RESIN,SEASHELLS,10004.0,2,-2
38500,-,-,KELP,SEASHELLS,1999.0,1,-2
38500,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,6,-2
38500,-,-,SQUID_INK,SEASHELLS,1993.0,1,-2
38800,-,-,KELP,SEASHELLS,1997.0,5,-2
38800,-,-,SQUID_INK,SEASHELLS,1991.0,5,-2
38900,-,-,KELP,SEASHELLS,1997.0,1,-2
38900,-,-,KELP,SEASHELLS,1997.0,2,-2
38900,-,-,RAINFOREST_RESIN,SEASHELLS,9995.0,2,-2
38900,-,-,SQUID_INK,SEASHELLS,1990.0,1,-2
38900,-,-,SQUID_INK,SEASHELLS,1990.0,2,-2
39100,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,5,-2
39300,-,-,KELP,SEASHELLS,1997.0,1,-2
39300,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
39300,-,-,SQUID_INK,SEASHELLS,1988.0,1,-2
39400,-,-,KELP,SEASHELLS,1997.0,1,-2
39400,-,-,SQUID_INK,SEASHELLS,1989.0,1,-2
39500,-,-,KELP,SEASHELLS,1999.0,1,-2
39500,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
39800,-,-,KELP,SEASHELLS,1998.0,4,-2
39800,-,-,SQUID_INK,SEASHELLS,1989.0,4,-2
40100,-,-,KELP,SEASHELLS,1997.0,9,-2
40100,-,-,SQUID_INK,SEASHELLS,1988.0,9,-2
40200,-,-,KELP,SEASHELLS,1999.0,5,-2
40200,-,-,SQUID_INK,SEASHELLS,1990.0,5,-2
40300,-,-,KELP,SEASHELLS,1997.0,2,-2
40300,-,-,SQUID_INK,SEASHELLS,1989.0,2,-2
40600,-,-,KELP,SEASHELLS,1997.0,1,-2
40600,-,-,SQUID_INK,SEASHELLS,1988.0,1,-2
40700,-,-,SQUID_INK,SEASHELLS,1990.0,3,-2
40900,-,-,KELP,SEASHELLS,1998.0,3,-2
40900,-,-,SQUID_INK,SEASHELLS,1989.0,3,-2
41100,-,-,KELP,SEASHELLS,1997.0,1,-2
41100,-,-,KELP,SEASHELLS,1999.0,9,-2
41100,-,-,SQUID_INK,SEASHELLS,1989.0,1,-2
41100,-,-,SQUID_INK,SEASHELLS,1991.0,9,-2
41500,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
41500,-,-,RAINFOREST_RESIN,SEASHELLS,10000.0,2,-2
41600,-,-,KELP,SEASHELLS,1996.0,1,-2
41600,-,-,RAINFOREST_RESIN,SEASHELLS,9995.0,1,-2
41600,-,-,SQUID_INK,SEASHELLS,1986.0,1,-2
42300,-,-,KELP,SEASHELLS,1998.0,4,-2
42300,-,-,KELP,SEASHELLS,2000.0,11,-2
42900,-,-,KELP,SEASHELLS,1999.0,1,-2
42900,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
42900,-,-,SQUID_INK,SEASHELLS,1988.0,1,-2
43100,-,-,KELP,SEASHELLS,1997.0,14,-2
43100,-,-,KELP,SEASHELLS,1999.0,2,-2
43100,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,2,-2
43100,-,-,SQUID_INK,SEASHELLS,1984.0,14,-2
43100,-,-,SQUID_INK,SEASHELLS,1986.0,2,-2
43400,-,-,RAINFOREST_RESIN,SEASHELLS,10002.0,1,-2
43500,-,-,KELP,SEASHELLS,1998.0,1,-2
43500,-,-,SQUID_INK,SEASHELLS,1985.0,1,-2
43700,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
43900,-,-,KELP,SEASHELLS,1998.0,1,-2
43900,-,-,KELP,SEASHELLS,2001.0,2,-2
43900,-,-,RAINFOREST_RESIN,SEASHELLS,10004.0,2,-2
43900,-,-,SQUID_INK,SEASHELLS,1988.0,1,-2
43900,-,-,SQUID_INK,SEASHELLS,1992.0,2,-2
44000,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
44700,-,-,KELP,SEASHELLS,2000.0,1,-2
44700,-,-,SQUID_INK,SEASHELLS,1992.0,1,-2
44800,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
45000,-,-,KELP,SEASHELLS,1998.0,1,-2
45000,-,-,SQUID_INK,SEASHELLS,1989.0,1,-2
45100,-,-,KELP,SEASHELLS,1998.0,1,-2
45100,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
45100,-,-,SQUID_INK,SEASHELLS,1988.0,1,-2
45800,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
45800,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,10,-2
46200,-,-,RAINFOREST_RESIN,SEASHELLS,9998.0,1,-2
46200,-,-,SQUID_INK,SEASHELLS,1991.0,3,-2
46300,-,-,KELP,SEASHELLS,1999.0,1,-2
46300,-,-,RAINFOREST_RESIN,SEASHELLS,9995.0,1,-2
46300,-,-,SQUID_INK,SEASHELLS,1990.0,1,-2
46800,-,-,KELP,SEASHELLS,1998.0,1,-2
46800,-,-,KELP,SEASHELLS,1998.0,2,-2
46800,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
46800,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
46800,-,-,SQUID_INK,SEASHELLS,1991.0,2,-2
47200,-,-,KELP,SEASHELLS,2000.0,1,-2
47200,-,-,SQUID_INK,SEASHELLS,1993.0,1,-2
47300,-,-,KELP,SEASHELLS,1998.0,8,-2
47300,-,-,SQUID_INK,SEASHELLS,1989.0,8,-2
47400,-,-,KELP,SEASHELLS,1998.0,1,-2
47400,-,-,SQUID_INK,SEASHELLS,1990.0,1,-2
47700,-,-,KELP,SEASHELLS,1998.0,1,-2
47700,-,-,SQUID_INK,SEASHELLS,1989.0,1,-2
48300,-,-,KELP,SEASHELLS,1998.0,1,-2
48300,-,-,RAINFOREST_RESIN,SEASHELLS,9995.0,1,-2
48300,-,-,SQUID_INK,SEASHELLS,1988.0,1,-2
48600,-,-,KELP,SEASHELLS,1998.0,1,-2
48600,-,-,KELP,SEASHELLS,2000.0,1,-2
48600,-,-,RAINFOREST_RESIN,SEASHELLS,10004.0,1,-2
48600,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
48600,-,-,SQUID_INK,SEASHELLS,1993.0,1,-2
48700,-,-,KELP,SEASHELLS,1998.0,1,-2
48700,-,-,SQUID_INK,SEASHELLS,1990.0,1,-2
48900,-,-,KELP,SEASHELLS,1998.0,1,-2
48900,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
49300,-,-,KELP,SEASHELLS,2001.0,1,-2
49300,-,-,RAINFOREST_RESIN,SEASHELLS,10005.0,1,-2
49300,-,-,SQUID_INK,SEASHELLS,1993.0,1,-2
49400,-,-,KELP,SEASHELLS,1998.0,1,-2
49400,-,-,SQUID_INK,SEASHELLS,1990.0,1,-2
49700,-,-,KELP,SEASHELLS,1998.0,2,-2
49700,-,-,RAINFOREST_RESIN,SEASHELLS,9995.0,2,-2
49700,-,-,SQUID_INK,SEASHELLS,1991.0,2,-2
49900,-,-,KELP,SEASHELLS,1998.0,1,-2
49900,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
50000,-,-,KELP,SEASHELLS,1999.0,5,-2
50000,-,-,SQUID_INK,SEASHELLS,1991.0,5,-2
50200,-,-,KELP,SEASHELLS,1998.0,1,-2
50200,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,1,-2
50200,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
50300,-,-,KELP,SEASHELLS,1998.0,1,-2
50300,-,-,SQUID_INK,SEASHELLS,1991.0,1,-2
50400,-,-,KELP,SEASHELLS,1999.0,2,-2
50400,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,2,-2
50400,-,-,SQUID_INK,SEASHELLS,1990.0,2,-2
50900,-,-,KELP,SEASHELLS,1999.0,3,-2
50900,-,-,RAINFOREST_RESIN,SEASHELLS,9996.0,2,-2
50900,-,-,SQUID_INK,SEASHELLS,1983.0,3,-2
51000,-,-,KELP,SEASHELLS,1999.0,1,-2
